,u,w,lap,m,k,fsq,t,vol
252,-11787.203,1109.7286,1840740.5,2048.0,2183.4155,1234849.1,1265.0,2152.5735
253,-11751.762,1426.133,1869620.8,2048.0,2105.39,1303177.2,1270.0,2151.3442
254,-11743.197,1536.3572,1881234.0,2048.0,2157.82,1383206.0,1275.0,2148.43
255,-11722.519,1356.6865,1860309.8,2048.0,2187.7358,1316734.2,1280.0,2153.8335
256,-11708.9375,869.83624,1809006.2,2048.0,2149.2559,1256562.1,1285.0,2167.062
257,-11770.892,1466.0057,1876199.1,2048.0,2150.5364,1308248.2,1290.0,2147.1467
258,-11782.327,1156.9976,1845194.8,2048.0,2192.2446,1218108.8,1295.0,2151.628
259,-11753.063,1237.625,1850848.0,2048.0,2090.9668,1299614.8,1300.0,2155.4214
260,-11783.829,1426.7802,1872884.0,2048.0,2115.497,1276949.0,1305.0,2146.606
261,-11752.927,1654.5901,1892507.4,2048.0,2105.281,1298098.6,1310.0,2146.373
262,-11727.023,1297.5181,1854221.0,2048.0,2118.6904,1321829.0,1315.0,2156.2083
263,-11815.606,1381.7,1870599.6,2048.0,2158.7534,1257396.4,1320.0,2144.5945
264,-11773.67,1210.4304,1849836.9,2048.0,2134.3281,1242651.1,1325.0,2152.0393
265,-11740.746,1028.3806,1828236.5,2048.0,2148.9526,1268743.1,1330.0,2159.6746
266,-11750.973,1639.3223,1890141.4,2048.0,2167.1372,1268053.4,1335.0,2146.1785
267,-11673.186,988.0092,1817188.0,2048.0,2090.5073,1293234.6,1340.0,2169.0789
268,-11711.621,1310.2251,1854608.2,2048.0,2165.4875,1354407.9,1345.0,2157.1443
269,-11783.132,1020.7081,1831636.9,2048.0,2191.9656,1266275.2,1350.0,2155.6572
270,-11761.278,1452.6179,1872972.1,2048.0,2162.2207,1293034.6,1355.0,2148.7354
271,-11653.079,1325.0404,1849667.4,2048.0,2125.2275,1327276.0,1360.0,2163.707
272,-11757.296,1434.8248,1870848.5,2048.0,2186.4417,1285912.2,1365.0,2149.2136
273,-11749.066,1209.8485,1847412.9,2048.0,2201.6978,1285016.6,1370.0,2155.0842
274,-11731.206,1141.2827,1838890.0,2048.0,2129.7808,1299059.4,1375.0,2158.635
275,-11752.4,1224.6716,1849492.2,2048.0,2112.097,1279878.2,1380.0,2154.4893
276,-11746.549,1431.7704,1868879.1,2048.0,2121.357,1301354.4,1385.0,2151.8726
277,-11784.71,1376.1692,1868515.8,2048.0,2060.4421,1283159.8,1390.0,2146.6335
278,-11815.044,1348.5101,1867585.9,2048.0,2150.945,1238964.9,1395.0,2145.6448
279,-11698.694,1250.9316,1846689.1,2048.0,2075.399,1357570.8,1400.0,2160.796
280,-11740.691,1733.553,1900648.8,2048.0,2163.0063,1356912.9,1405.0,2144.8564
281,-11715.339,1266.282,1850875.8,2048.0,2152.7585,1345052.4,1410.0,2158.1692
282,-11641.005,974.4168,1812197.6,2048.0,2141.1848,1246272.6,1415.0,2171.9526
283,-11629.081,1269.9731,1841239.2,2048.0,2101.5186,1316647.4,1420.0,2167.5732
284,-11598.764,1394.3295,1852033.9,2048.0,2134.8462,1389561.6,1425.0,2169.1008
285,-11709.952,1114.9406,1833524.1,2048.0,2139.6245,1294129.2,1430.0,2161.4456
286,-11736.236,1288.5831,1854638.8,2048.0,2137.6567,1306232.9,1435.0,2154.7388
287,-11745.374,1046.0659,1830511.0,2048.0,2130.4238,1263833.1,1440.0,2158.5708
288,-11728.049,797.5659,1803524.6,2048.0,2122.4304,1248075.6,1445.0,2166.4062
289,-11713.971,715.90436,1792693.5,2048.0,2120.6829,1198596.6,1450.0,2169.5955
290,-11731.35,1330.6764,1857704.4,2048.0,2229.5286,1260264.9,1455.0,2154.0654
291,-11676.235,1668.5258,1886878.5,2048.0,2105.0085,1339272.0,1460.0,2154.1824
292,-11722.726,1105.1637,1834053.6,2048.0,2162.666,1306287.9,1465.0,2160.0076
293,-11695.08,1569.6564,1878731.5,2048.0,2172.0088,1352523.6,1470.0,2153.625
294,-11653.677,1194.3279,1836359.9,2048.0,2123.307,1316656.9,1475.0,2166.5786
295,-11695.23,1643.953,1888151.4,2048.0,2178.4668,1395866.1,1480.0,2151.6934
296,-11638.326,1685.2637,1884074.8,2048.0,2245.913,1321451.2,1485.0,2158.3877
297,-11645.093,1478.3931,1864587.6,2048.0,2177.3416,1335186.9,1490.0,2161.7405
298,-11636.8,1289.4619,1844166.8,2048.0,2172.3628,1329640.1,1495.0,2166.489
299,-11719.474,1413.1864,1865527.4,2048.0,2203.7551,1299369.9,1500.0,2153.9685
300,-11642.155,1586.6677,1874354.2,2048.0,2160.133,1333986.0,1505.0,2160.9458
301,-11678.592,1016.2364,1819202.0,2048.0,2149.7534,1233943.4,1510.0,2167.9092
302,-11640.293,1418.9387,1857053.1,2048.0,2153.6992,1305873.2,1515.0,2163.8325
303,-11646.393,1124.8625,1827781.1,2048.0,2238.4802,1287823.6,1520.0,2169.3464
304,-11619.743,1234.353,1837150.1,2048.0,2179.6455,1321315.9,1525.0,2169.1536
305,-11654.971,1441.2488,1861311.8,2048.0,2180.8137,1283610.4,1530.0,2161.866
306,-11695.576,1062.4108,1825680.5,2048.0,2182.8328,1236813.9,1535.0,2164.6904
307,-11729.788,1053.6252,1829263.9,2048.0,2151.1768,1256245.9,1540.0,2161.111
308,-11739.573,986.1452,1823664.6,2048.0,2138.9287,1245491.2,1545.0,2160.395
309,-11766.055,992.9692,1826613.9,2048.0,2147.843,1220124.1,1550.0,2157.4194
310,-11602.596,1409.9939,1852746.0,2048.0,2063.4207,1365506.2,1555.0,2168.9749
311,-11622.546,1113.4795,1823506.5,2048.0,2160.0037,1276791.8,1560.0,2172.8518
312,-11635.648,1577.5588,1872736.9,2048.0,2147.003,1299856.1,1565.0,2161.5469
313,-11651.894,1631.6655,1879964.4,2048.0,2188.8394,1300133.4,1570.0,2158.0544
314,-11724.797,1157.9951,1839377.2,2048.0,2124.3794,1296880.9,1575.0,2159.3982
315,-11764.873,921.8882,1818318.5,2048.0,2156.8472,1198018.8,1580.0,2159.8696
316,-11744.557,1489.6252,1876085.8,2048.0,2221.253,1327638.0,1585.0,2149.3127
317,-11720.431,1539.9465,1876971.8,2048.0,2213.8347,1285006.2,1590.0,2153.0015
318,-11669.855,1553.8466,1874231.5,2048.0,2167.755,1298743.1,1595.0,2157.0288
319,-11667.422,1075.0607,1824281.4,2048.0,2219.041,1222507.9,1600.0,2167.8425
320,-11639.101,1484.1821,1864632.0,2048.0,2199.0042,1364911.5,1605.0,2162.951
321,-11576.361,1099.0845,1819507.0,2048.0,2221.8828,1335710.9,1610.0,2176.6028
322,-11607.112,1684.802,1880957.1,2048.0,2258.2148,1333542.9,1615.0,2162.188
323,-11648.232,1481.4835,1864216.2,2048.0,2299.7961,1337256.1,1620.0,2162.6414
324,-11587.891,1736.5873,1885109.5,2048.0,2229.5752,1411585.6,1625.0,2162.9
325,-11608.895,1279.7366,1838327.8,2048.0,2210.64,1253917.9,1630.0,2171.2632
326,-11645.788,1956.9252,1914117.6,2048.0,2191.9885,1433453.5,1635.0,2150.9575
327,-11612.121,1184.3252,1830421.2,2048.0,2177.764,1306926.0,1640.0,2171.6821
328,-11646.466,1632.0497,1879884.9,2048.0,2196.2505,1339329.8,1645.0,2158.686
329,-11654.151,985.19006,1815515.9,2048.0,2171.5728,1299509.0,1650.0,2170.5452
330,-11638.04,846.0124,1797892.8,2048.0,2145.4192,1227678.9,1655.0,2175.7676
331,-11581.038,1471.5162,1855559.1,2048.0,2105.583,1328002.4,1660.0,2170.924
332,-11567.983,1372.5652,1844931.4,2048.0,2154.2654,1349824.9,1665.0,2173.2085
333,-11586.889,2006.563,1914790.1,2048.0,2231.1062,1519576.5,1670.0,2157.1372
334,-11633.971,1302.9302,1845881.6,2048.0,2255.035,1360150.0,1675.0,2166.487
335,-11586.303,1101.44,1820036.5,2048.0,2176.7312,1326336.2,1680.0,2176.6501
336,-11628.218,1539.6619,1869458.8,2048.0,2202.887,1345779.1,1685.0,2162.365
337,-11564.715,1531.3798,1862240.8,2048.0,2153.9402,1401249.5,1690.0,2169.6436
338,-11696.722,1398.6985,1860869.9,2048.0,2187.9595,1291647.9,1695.0,2157.6438
339,-11733.354,1239.4835,1848531.5,2048.0,2148.9395,1302468.1,1700.0,2156.467
340,-11682.877,1234.714,1843428.2,2048.0,2115.4348,1280215.2,1705.0,2163.1716
341,-11683.464,1729.2378,1894026.4,2048.0,2107.3545,1385876.0,1710.0,2152.1924
342,-11758.83,1816.7885,1911842.2,2048.0,2234.5837,1399048.4,1715.0,2142.3525
343,-11720.464,1342.3942,1858370.0,2048.0,2171.9163,1289350.2,1720.0,2155.84
344,-11698.96,1515.9642,1872145.0,2048.0,2233.1912,1276051.2,1725.0,2155.842
345,-11673.347,1509.1451,1869861.6,2048.0,2165.619,1334983.5,1730.0,2157.6536
346,-11651.305,1100.2506,1826378.1,2048.0,2177.8582,1265822.2,1735.0,2168.8645
347,-11640.087,1610.5406,1877263.4,2048.0,2196.2935,1322515.6,1740.0,2159.355
348,-11673.62,1579.0474,1877679.4,2048.0,2167.2932,1370036.9,1745.0,2156.8801
349,-11635.73,1474.3378,1862400.8,2048.0,2123.203,1319444.1,1750.0,2163.4402
350,-11758.993,1410.4591,1870272.9,2048.0,2263.173,1356667.6,1755.0,2150.1687
351,-11693.066,1099.6039,1829728.8,2048.0,2133.15,1268535.9,1760.0,2164.681
352,-11822.996,1309.0304,1864858.4,2048.0,2124.2021,1245042.2,1765.0,2144.2717
353,-11758.0625,1161.5422,1843339.0,2048.0,2127.4297,1224799.6,1770.0,2154.619
354,-11785.575,1580.4291,1889113.6,2048.0,2201.4502,1330716.5,1775.0,2143.971
355,-11732.829,1640.3141,1890245.9,2048.0,2164.0005,1352873.1,1780.0,2147.8564
356,-11717.572,1228.603,1846932.6,2048.0,2177.2004,1331822.9,1785.0,2158.4763
357,-11707.117,1544.2966,1877060.8,2048.0,2169.4858,1328349.6,1790.0,2153.634
358,-11643.381,1281.1783,1843937.5,2048.0,2117.3984,1324255.8,1795.0,2165.419
359,-11658.291,1670.0051,1884599.8,2048.0,2124.662,1316936.8,1800.0,2156.605
360,-11757.346,998.9226,1825707.8,2048.0,2142.1877,1205107.0,1805.0,2158.4124
361,-11654.877,1287.2477,1845339.9,2048.0,2152.1477,1312229.2,1810.0,2164.989
362,-11729.88,885.9324,1812376.2,2048.0,2168.0256,1267954.1,1815.0,2164.9211
363,-11693.155,1187.7651,1838145.1,2048.0,2201.6528,1230953.4,1820.0,2163.2104
364,-11681.3,915.2939,1809237.1,2048.0,2154.9924,1249240.8,1825.0,2170.6238
365,-11737.226,878.85974,1811687.4,2048.0,2209.7046,1197106.4,1830.0,2163.7114
366,-11697.901,1079.762,1827173.6,2048.0,2181.466,1232151.9,1835.0,2165.1055
367,-11745.863,1274.9031,1853788.6,2048.0,2181.812,1272498.1,1840.0,2155.251
368,-11648.173,1821.4846,1898606.5,2048.0,2092.7117,1326664.2,1845.0,2154.661
369,-11705.625,1277.2755,1850092.0,2048.0,2221.3396,1272182.4,1850.0,2158.138
370,-11718.736,1223.3241,1844576.8,2048.0,2175.0505,1262215.1,1855.0,2158.5833
371,-11634.242,1438.6594,1859086.8,2048.0,2167.898,1331673.1,1860.0,2164.327
372,-11710.775,1075.6438,1828988.1,2048.0,2245.6177,1240074.5,1865.0,2162.6367
373,-11698.411,1033.556,1823904.1,2048.0,2198.3545,1324017.2,1870.0,2164.7903
374,-11689.312,1288.2279,1849441.6,2048.0,2228.7974,1319049.1,1875.0,2160.7822
375,-11667.926,1273.3484,1845705.1,2048.0,2216.551,1297169.1,1880.0,2163.297
376,-11627.239,1817.3239,1896427.6,2048.0,2134.8586,1410661.5,1885.0,2157.3625
377,-11708.715,1640.2941,1889137.9,2048.0,2175.9744,1409143.9,1890.0,2149.7915
378,-11691.839,1320.5516,1853158.1,2048.0,2130.481,1316851.6,1895.0,2159.314
379,-11810.478,1127.0011,1844031.0,2048.0,2222.4033,1230794.2,1900.0,2150.5994
380,-11622.871,1233.7417,1836920.5,2048.0,2089.7595,1326445.8,1905.0,2170.053
381,-11740.894,1389.89,1865316.1,2048.0,2117.9568,1313196.5,1910.0,2152.957
382,-11754.775,1203.0804,1847862.0,2048.0,2132.579,1318762.5,1915.0,2155.032
383,-11753.6045,1299.1539,1857592.0,2048.0,2156.3313,1302460.9,1920.0,2152.2246
384,-11740.874,1585.6545,1884774.8,2048.0,2091.7854,1287453.9,1925.0,2147.4287
385,-11727.524,1456.6804,1869928.9,2048.0,2080.9006,1264730.9,1930.0,2151.9373
386,-11778.314,1038.0074,1832223.1,2048.0,2105.3372,1237167.8,1935.0,2155.3406
387,-11737.712,1255.6858,1849218.2,2048.0,2073.572,1216217.1,1940.0,2155.9185
388,-11759.663,1455.4319,1873542.8,2048.0,2140.3743,1328897.2,1945.0,2149.782
389,-11738.737,833.8298,1807070.4,2048.0,2120.6155,1197133.4,1950.0,2163.8142
390,-11690.15,1357.6643,1854259.5,2048.0,2129.6255,1243238.6,1955.0,2159.3738
391,-11671.181,370.46378,1753117.2,2048.0,2178.2795,1230604.0,1960.0,2182.6501
392,-11670.976,1251.8933,1842715.9,2048.0,2131.3586,1273900.5,1965.0,2164.3174
393,-11675.815,845.0735,1802434.2,2048.0,2167.4363,1269464.1,1970.0,2171.681
394,-11699.375,1644.4441,1885917.9,2048.0,2198.1184,1313093.0,1975.0,2152.3398
395,-11703.423,1150.0681,1836141.8,2048.0,2159.543,1271454.5,1980.0,2161.672
396,-11764.678,658.5031,1792255.2,2048.0,2168.7742,1189281.6,1985.0,2165.6843
397,-11711.351,1661.6628,1890105.9,2048.0,2156.1003,1350400.8,1990.0,2150.7004
398,-11683.7,1192.3256,1837133.0,2048.0,2153.0505,1276947.4,1995.0,2164.2385
399,-11730.335,1030.8219,1826554.9,2048.0,2225.7622,1259893.0,2000.0,2161.644
400,-11703.383,1433.2853,1864311.2,2048.0,2240.6182,1238322.5,2005.0,2156.2002
401,-11646.033,1393.4811,1857004.8,2048.0,2180.8606,1378374.9,2010.0,2162.8042
402,-11722.672,1327.4692,1855432.1,2048.0,2214.965,1249812.5,2015.0,2157.1538
403,-11699.926,1579.3448,1880187.8,2048.0,2185.8843,1340463.4,2020.0,2153.819
404,-11709.991,1282.4025,1850337.9,2048.0,2146.5217,1304384.2,2025.0,2158.7964
405,-11676.525,1492.2242,1867783.6,2048.0,2163.9585,1268492.8,2030.0,2158.752
406,-11669.414,788.9724,1796770.4,2048.0,2203.958,1296088.6,2035.0,2174.041
407,-11672.409,1552.1257,1874548.8,2048.0,2222.426,1328819.6,2040.0,2158.0662
408,-11714.119,1401.5393,1863158.2,2048.0,2206.2063,1302023.1,2045.0,2155.6658
409,-11698.261,1981.3381,1921454.9,2048.0,2268.251,1376618.5,2050.0,2146.1624
410,-11533.622,1263.9857,1830956.0,2048.0,2129.1848,1355285.2,2055.0,2179.8555
411,-11663.063,947.4008,1811668.5,2048.0,2191.1287,1278785.2,2060.0,2170.4243
412,-11653.315,1039.5559,1820517.6,2048.0,2114.3896,1296601.8,2065.0,2170.5198
413,-11756.255,1557.5476,1882632.2,2048.0,2187.641,1299372.4,2070.0,2148.138
414,-11616.537,1095.1548,1822525.2,2048.0,2112.3145,1313900.1,2075.0,2172.7842
415,-11686.361,1360.0188,1854984.0,2048.0,2185.7468,1293368.2,2080.0,2159.817
416,-11569.603,1314.5878,1841615.8,2048.0,2229.1934,1420493.5,2085.0,2175.0134
417,-11589.595,1149.0426,1824579.4,2048.0,2201.8767,1263313.9,2090.0,2175.3704
418,-11585.349,1388.196,1847925.2,2048.0,2230.0667,1314119.5,2095.0,2171.549
419,-11633.515,1507.1176,1865559.9,2048.0,2195.5364,1335416.8,2100.0,2162.6633
420,-11669.894,1384.0663,1856546.4,2048.0,2150.3538,1304532.5,2105.0,2160.5378
421,-11759.253,1081.0063,1834675.6,2048.0,2147.041,1204281.1,2110.0,2156.553
422,-11663.159,832.6855,1800698.0,2048.0,2091.7117,1279191.0,2115.0,2173.2236
423,-11709.642,1355.3848,1857627.8,2048.0,2185.305,1276378.0,2120.0,2157.4785
424,-11749.875,1353.8502,1861744.4,2048.0,2228.4624,1316601.5,2125.0,2152.6333
425,-11719.608,883.67096,1811551.2,2048.0,2135.7913,1251889.5,2130.0,2165.7446
426,-11738.391,1007.9282,1826466.2,2048.0,2120.5835,1280740.2,2135.0,2159.0
427,-11746.939,1042.2487,1829741.5,2048.0,2084.487,1278709.8,2140.0,2159.195
428,-11741.145,1498.1223,1877054.2,2048.0,2099.2534,1323194.8,2145.0,2149.6042
429,-11776.25,1094.8322,1837895.6,2048.0,2078.0618,1240508.5,2150.0,2154.8542
430,-11671.893,1240.2969,1842933.0,2048.0,2096.8074,1309327.0,2155.0,2163.1592
431,-11714.568,881.82825,1809443.9,2048.0,2138.2024,1210725.0,2160.0,2165.5254
432,-11700.911,1477.6154,1870432.1,2048.0,2142.949,1342293.1,2165.0,2154.6902
433,-11668.802,1225.7904,1839976.4,2048.0,2120.6245,1243693.5,2170.0,2165.1604
434,-11672.509,1746.7913,1895119.6,2048.0,2115.2537,1420392.1,2175.0,2153.2505
435,-11738.661,1670.8917,1892804.0,2048.0,2136.6638,1314031.9,2180.0,2146.9236
436,-11807.4375,495.1234,1779983.1,2048.0,2175.136,1148360.9,2185.0,2162.864
437,-11726.932,1860.0905,1912126.4,2048.0,2158.6016,1373935.9,2190.0,2144.7312
438,-11743.5205,988.1463,1824420.1,2048.0,2137.8682,1254942.0,2195.0,2160.7253
439,-11771.149,622.5165,1787709.1,2048.0,2163.5874,1175190.4,2200.0,2166.0916
440,-11669.422,866.9001,1802296.1,2048.0,2082.9375,1200419.8,2205.0,2172.4204
441,-11653.274,1028.0771,1818894.2,2048.0,2155.69,1303343.4,2210.0,2170.8967
442,-11755.484,1323.4281,1857866.0,2048.0,2186.3584,1264937.2,2215.0,2152.9646
443,-11702.99,1274.1511,1848327.6,2048.0,2119.295,1259968.1,2220.0,2160.6282
444,-11740.819,1062.5964,1831126.9,2048.0,2210.3477,1215755.0,2225.0,2158.4238
445,-11661.307,1488.9697,1867129.9,2048.0,2092.4487,1332296.6,2230.0,2159.5315
446,-11745.048,1271.6252,1853891.1,2048.0,2163.3943,1300207.5,2235.0,2153.9446
447,-11672.892,1424.3647,1860904.0,2048.0,2109.4414,1300218.4,2240.0,2161.1265
448,-11669.81,1114.5265,1829883.5,2048.0,2150.0596,1300184.9,2245.0,2166.5518
449,-11661.948,1403.3612,1858945.6,2048.0,2182.3977,1371960.2,2250.0,2161.9673
450,-11702.195,1412.5619,1861880.2,2048.0,2235.9346,1264172.9,2255.0,2156.3142
451,-11688.252,806.3255,1799929.1,2048.0,2189.229,1230338.8,2260.0,2170.6626
452,-11694.946,1156.8635,1837279.2,2048.0,2173.1504,1316620.4,2265.0,2162.6868
453,-11659.155,1351.0735,1851825.4,2048.0,2204.2576,1307568.0,2270.0,2162.7207
454,-11636.519,629.58307,1776078.5,2048.0,2175.5774,1213282.8,2275.0,2180.9297
455,-11657.829,1610.2448,1877338.1,2048.0,2138.269,1295999.2,2280.0,2157.824
456,-11606.512,1644.1038,1878158.1,2048.0,2117.456,1389430.8,2285.0,2163.2703
457,-11637.678,1157.0057,1829059.8,2048.0,2182.1477,1240774.4,2290.0,2169.9817
458,-11766.097,1155.5603,1843656.2,2048.0,2196.3926,1227468.6,2295.0,2155.1416
459,-11672.209,1295.7687,1848917.0,2048.0,2132.9841,1315899.6,2300.0,2162.1567
460,-11667.294,1200.9475,1838197.6,2048.0,2157.7937,1288959.4,2305.0,2165.3037
461,-11752.672,1809.5194,1909988.1,2048.0,2229.632,1334589.5,2310.0,2142.3992
462,-11733.939,1602.048,1884484.4,2048.0,2198.1426,1290032.5,2315.0,2150.7344
463,-11738.8955,882.7103,1812426.5,2048.0,2164.474,1240087.4,2320.0,2163.62
464,-11714.548,1302.6967,1852289.8,2048.0,2207.412,1301683.5,2325.0,2157.8389
465,-11626.279,1325.8685,1846430.9,2048.0,2160.6545,1307059.9,2330.0,2167.6165
466,-11674.683,1199.9307,1838761.2,2048.0,2130.4292,1301649.0,2335.0,2164.267
467,-11704.4375,1164.6467,1838530.8,2048.0,2151.8286,1274449.6,2340.0,2162.0984
468,-11741.733,1814.9686,1908327.9,2048.0,2134.883,1341239.5,2345.0,2144.1335
469,-11633.8545,1286.147,1842924.2,2048.0,2125.9854,1307270.0,2350.0,2168.5376
470,-11612.89,749.7491,1787209.9,2048.0,2139.2095,1301109.9,2355.0,2180.1104
471,-11703.4,1228.183,1845834.6,2048.0,2180.917,1341119.4,2360.0,2159.8394
472,-11620.243,1464.0878,1859084.6,2048.0,2149.7854,1272793.9,2365.0,2164.8538
473,-11619.089,1294.6182,1842586.1,2048.0,2197.8801,1280725.2,2370.0,2168.2644
474,-11621.116,1359.5276,1849680.6,2048.0,2150.791,1340818.1,2375.0,2167.4546
475,-11587.339,1495.2743,1860037.9,2048.0,2127.8218,1346568.9,2380.0,2168.1968
476,-11627.613,1967.9148,1911962.4,2048.0,2150.888,1349051.5,2385.0,2154.5193
477,-11606.0625,1724.8623,1885004.8,2048.0,2180.399,1329895.5,2390.0,2161.669
478,-11655.306,1697.1354,1887736.9,2048.0,2162.6392,1382838.8,2395.0,2155.9712
479,-11683.098,948.8032,1813991.4,2048.0,2149.3645,1250641.8,2400.0,2167.9844
480,-11790.191,1137.8021,1843645.5,2048.0,2187.9546,1222652.0,2405.0,2151.4238
481,-11740.38,966.96375,1821326.0,2048.0,2127.8994,1208295.4,2410.0,2160.952
482,-11747.949,1480.4646,1875415.0,2048.0,2144.3745,1312387.4,2415.0,2149.21
483,-11737.0625,1167.4957,1841473.0,2048.0,2101.198,1278160.9,2420.0,2158.1829
484,-11708.736,1294.3019,1851655.9,2048.0,2153.1604,1259875.9,2425.0,2158.2507
485,-11755.153,1130.3787,1839828.5,2048.0,2225.9915,1237520.1,2430.0,2155.8003
486,-11705.631,957.27704,1818466.4,2048.0,2172.0225,1299965.0,2435.0,2164.8574
487,-11678.548,1300.0425,1851206.6,2048.0,2204.0657,1377703.8,2440.0,2161.346
488,-11658.868,1341.4945,1852478.9,2048.0,2186.8086,1336413.6,2445.0,2163.0227
489,-11675.152,1259.4165,1846014.9,2048.0,2186.5742,1339746.2,2450.0,2163.4563
490,-11614.569,1361.62,1849276.0,2048.0,2197.181,1355290.6,2455.0,2167.7434
491,-11654.592,1004.5849,1816869.4,2048.0,2189.6855,1306855.6,2460.0,2171.0503
492,-11698.152,1357.868,1857789.5,2048.0,2195.3284,1312620.2,2465.0,2157.9062
493,-11701.134,1646.7352,1887213.1,2048.0,2184.7695,1317998.4,2470.0,2152.2917
494,-11716.572,1264.296,1850144.0,2048.0,2122.1257,1326498.1,2475.0,2158.2632
495,-11730.987,1010.7591,1824661.8,2048.0,2178.0247,1213552.4,2480.0,2160.5828
496,-11665.952,819.849,1797520.6,2048.0,2153.5667,1186161.6,2485.0,2174.1597
497,-11599.764,1447.088,1857306.6,2048.0,2211.0596,1341140.1,2490.0,2167.4817
498,-11635.079,1596.6554,1875324.4,2048.0,2224.974,1358713.0,2495.0,2160.1821
499,-11713.246,757.5844,1797225.1,2048.0,2158.485,1238861.1,2500.0,2168.888
500,-11722.817,1133.5304,1837509.0,2048.0,2104.7358,1279440.5,2505.0,2158.6821
